Text,Label
"that many firms are owned by nations. Sidhttp://blog.newsweelocom/blogs/thegaggle/archive/2Non_PhishingPhishingNon_Phishing/Non_PhishingPhishing/22/should-foreign-corporations-spend-money-on-u-s-political-candidates.aspxPosted Friday January 22 2Non_PhishingPhishingNon_Phishing Phishing:Non_Phishing5 PMNewsweekShould Foreign Corporations Spend Money on U.S. Political Candidates?Krista GesamanForeign businesses might be the real winners in Citizens United v. Federal Elections Commission the landmark case thatallows corporations and unions to spend limitless amounts of money on presidential and congressional politicalcampaigns. A majority of large businesses are now owned by foreign entities and this means international corporationscould pour tons of money into the United States political scene potentially swaying the political climate.The biggest questions with this ruling is the scope of the term ""corporation"" says Edward Foley law professor at the OhioState University College of Law and director of the election-law program. Does the high court want this decision to applyto foreign corporations as well as domestic ones he ponders? The truth is the court didn't make a decision one way orthe other.Foley best explains the potential issues by talking about the electronic video and communication giant Sony. Thecorporation is headquartered in Japan but a large number of its shareholders reside in the United States. In fact peoplecan even buy and trade Sony's stock on the New York Stock Exchange. The issue is whether this corporation with strongties to a foreign country and the United States should be permitted to independently contribute money to presidential andcongressional campaigns.The court sought to expand First Amendment protection for corporations but did it really mean to promote the free flow ofideas from Russian or Chinese corporations Foley asks? Justice John Pau! Stevens focused on the same concerns in hisdissenting opinion. The majority's position ""would appear to afford the same protection to multinational corporationscontrolled by foreigners as to individual Americans"" he writes.This afternoon President Obama asked Congress to ""develop a forceful response"" to the ruling. But with Congressjuggling so many other important issues it's unlikely that a change will be made in the immediate future. This could meanthat foreign cash could be supporting political candidates in next year's congressional midterm elections.",Non_Phishing
Remind me who Bob McGuire is.,Non_Phishing
For you eyes only,Non_Phishing
"Greetings,I write to seek your services in a private confidential matter regarding the late John McDonald who died leaving some funds unclaimed in our bank without any beneficiary am aware that you might not be related to him but I want you to stand as the beneficiary and I will fill you in since I have all the details for the transfer proper. This requires a private arrangement. Could you perhaps be able to receive these funds under legal claims then I will fill you in. I am willing to pay a generous management and transfer fees and your participation.3Non_Phishing%     I will need you in legal capacity to stand as his beneficiary. I have all the details and will fill you in if you are really willing. Your major role would be to open a bank account where the funds will be transferred.All correspondences will be via email, for now. The funds in question are quite large (about $PhishingNon_Phishing.Non_Phishing2M). I will expect a straight answer from you. Yes or no. If yes, then let's work out the modalities and a brief profile of your person is expected. All further correspondence should be at this mailbox.     Closing with anticipation.Bernard Vincent.",Phishing
On another matter did you get all the stuff I sent in to be distributed including the twitter article?,Non_Phishing
Waleed Abdalla Ibrahim MohamedBirmingham=2C  United Kingdom=2EEmail=3A  darfurefugee=4Non_Phishingyahoo=2EfrDear  Sir=2C  Kindly Pardon me if this my letter would be an embarrassment to you for I am Waleed Abdalla Ibrahim Mohamed=2C a Sudanese from the town of Kass in Southern Darfur writing you from Birmingham=2C  =28United Kingdom=29=2C I am presently a Political Refugee in United Kingdom away from my native Country =28Sudan=29=2C where there is a raging and devastating Civil war going on between the Southern Sudan Rebel Forces =28Sudan People's Liberation Army=29 and Arab militias =28Janjaweed=29  supported by the Government Forces loyal of President Umar Hassan al-Bashir=2E Bashir and his party have controlled the government since he led the military coup on 3Non_Phishing June Phishing989=2E The Darfur conflict erupted in early 2Non_PhishingNon_Phishing3=2E Fighting among various factions has killed hundreds of thousands of people and displaced more than 2 million=2C most escaping to larger towns where they stay in camps for =22internally displaced people=2C=22 and some crossing the border into Chad=2C where they live in refugee camps=2C straining local resources=2E Attacks on civilians during the conflict have been brutal and include burning homes=2C killing and rape=2E There has been signed a Darfur Peace Agreement between some of the parties in Darfur=2E This agreement is supervised by African Union Mission in Sudan =28AMIS=29=2C though the war is still going on=2E Before the escalation of the war I was a VOLUNTIER SOCIAL WORKER and during my duties one of the local army Commander who was wounded in battle and dying from the wound handed over to me documents showing the sum of Twelve Million United States Dollars =28US$Phishing2 Million=29 sent overseas mainly for purchasing foods=2C pharmaceutical drugs=2C Clothings etc for millions of Southern Sudanese refugees who have been impoverished=2C battered and displaced by years of Civil war in our lands=2E I am therefore using this medium to solicit for your assistance=2E Your contacts were obtained  by me during my search on the Internet for a reliable person that would assist us in claiming this money from the Secret Vault of a Financial Institution where it was deposited in a friendly Country  through the help of a sympathetic Senior Nurse attached to the Red Cross International Society some time ago=2C though the Nurse is late now as she died of Typhoid fever shortly after but there is a particular Financial Agent who would assist you in  claiming the money and using part of it to buy foods=2C pharmaceutical drugs=2C Clothing etc for millions of Southern Sudanese refugees=2E I would send copy of a POWER OF ATTORNEY given to me by the Late Commander which I would send alongside copies of my INTERNATIONAL PASSPORT and a second Power of Attorney to you that would enable you claim the funds from the Financial Institution upon your agreement and readiness to assist us=2E I wish to repeat here and also wish to remind you of the TOP SECRECY this transaction requires=2C as I expect your positive response through this above Email address as my movement is presently restricted by law covering Political Refugees=2C though I might give you a telephone number later where you can talk with me=2E On receiving your positive response we hope to finish this transaction within one week as a lot of our people are dying from sicknesses=2C diseases and hunger=2EExpecting  your URGENT Positive response and thanks in advance=2EYours  Sincerely=2CWaleed Abdalla Ibrahim MohamedP=2FS=2E If you are not interested in assisting us=2C we beg you to destroy this letter so that it does not fall into wrong hands=2E,Phishing
FROM=3A MRs MAVIS KAKITEL=3A + 27 83 7Phishing4 2827FAX=3A+27-83-7Phishing4-2828                                        STRICTLY CONFIDENTIAL Attn=3ASir=2Fmadam I know that you will be surprised to receive this letter=2E  Please consider this letter as a request from a family in dire need of help=2E  I am MRS MAVIS KAKI from LIBERIA=2C the wife of Brigadier PETER KAKI=2E I got efforts=2CI am prepared to offer you 35% of the total money while 5% will be set aside for local and international expenses incurred during the course of this transaction=2E  As soon as you get this message=2C please contact my elder son MASTER JOHN KAKI on this number +27 83 7Phishing4 2827 or you can fax me with the above fax number because of my poor English and also l need your private telephone and fax numbers=2E The assurance I will always give you is that this transaction is PhishingNon_PhishingNon_Phishing% risk free=2C as I do not want any thing to happen to this money=2E  Finally=2C if you are not interested=2C I will like you to always keep the confidentiality of this transaction=2E  Best regards=2C MRS MAVIS KAKI,Phishing
Of course. I will not forward any of your emails and I appreciate your sending notes on issues you want to make sure weare tracking!,Non_Phishing
"Fax:4487Non_PhishingPhishing379Phishing2Non_PhishingBaghdad Phishing2339IraqPhysical Address:Anwar Hussain Al-Allawi - AdvocateKazaak Building, 2nd FloorSinak, South GateBaghdad IF YOU ARE INTERESTED TO HELP, PLS DO NOT HESITATE TO CONTACT ME URGENTLY THROUGH MY PRIVATE EMAIL LINK BELOW.Email:tikriti@arabia.comFax:Phishing27Non_Phishing7387648 AND  FORWARD A COPY OF THIS MAIL TO DR MAJEED J. AL-SHARAA AND ASK HIM FOR YOUR LINE OF ACTION.BEST REGARDS AND MAY GOD BLEES YOU.khalid mahmood hassan al Tikriti_____________________________________________________________Select your own custom email address for FREE! Get you@yourchoice.com, No Ads, 6MB, IMAP, POP, SMTP & more! http://www.everyone.net/selectmail?campaign=tag",Phishing
Mills Cheryl D <MillsCD@state.gov>Monday April Phishing3 2Non_PhishingNon_Phishing9 8:42 AMHBrasiliaTom was honored and overwhelmed and accepted.He said you have made him very happy and he will not let you down.He speaks Portuguese and served there so it also has personal meaning to him.He indicated Lula would likely be very pleased by the pick as they enjoy a good relationship and have for years.cdm45,Non_Phishing
"<DIV><STRONG>Dearest One, <BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; I am writting this letter with due respect and heartful of tears since we have not known or met ourselves previously I am asking for your assistance after I have gone through a profile that speaks good of you. I want to find out if it's possible for you to deal with individual as to investment.I came across your profile and I feel it's highly reputable that is why I pick an interest getting across to you in respect of investment at my disposal. I will be so glad if you can allow me and lead me to the right channel towards your assistance to my situation now.I will make my proposal well known if I am given the opportunity. I would like to use this opportunity to introduce myself to you. Well </STRONG></DIV>  <DIV><STRONG>&nbsp; I am&nbsp;Ruth Williams from Liberia,the only daughter of COL Gabriel Williams My father is now late,he died during the last crisis in my country(Liberia). He was one of the!  high officers in the leadership of former president Charles Taylor who is now in exile after many innocent soul were killed,My father was unlucky to be among those that was killed by the rebel.Since after the death of my father my step mother and my uncles are after my life because they want to have the m,just because am&nbsp;too young.</STRONG></DIV>  <DIV><STRONG>My mother Died 2weeks,after&nbsp;the death of my father,&nbsp;before the death of my father ,&nbsp; he told me that he has the sum of Ten million,&nbsp; five Hundred thousand United State Dollars. USD ($PhishingNon_Phishing.5Non_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing) fix desposited account,&nbsp; which is the cause of hatred of&nbsp; friends, and&nbsp; relatives, and even brothers,&nbsp;&nbsp;</STRONG></DIV>  <DIV><STRONG>&nbsp;&nbsp;&nbsp; &nbsp;That I should seek for a foreign partner or one capable and reliable that i can trust and love that will help me so that i can leave this country and invest in other business of my choice where I will transfer this money and us! e it for investment purposes and to further my education.&nbsp;</STRONG></DIV>  <DIV>&nbsp;</DIV>  <DIV><STRONG>so i am seeking for your asistance in making this purposes.</STRONG></DIV>  <DIV><STRONG>Furthermore,&nbsp;<A href=""mailto:ruth_williamsy2k6Phishing@yahoo.com"">ruth_williamsy2k6Phishing@yahoo.com</A></STRONG><STRONG> you indicate your options towards assisting me as I believe that this transaction would be concluded successfully.</STRONG></DIV>  <DIV>&nbsp;</DIV>  <DIV><STRONG>Anticipating to hear from you soon.&nbsp; </STRONG></DIV>  <DIV>&nbsp;</DIV>  <DIV><STRONG>yours faithfully</STRONG></DIV>  <DIV>&nbsp;</DIV>  <DIV><STRONG>Ruth. W .</STRONG></DIV><p>		<hr size=Phishing>New Yahoo! Messenger with Voice. <a href=""http://us.rd.yahoo.com/mail_us/taglines/postman6/*http://us.rd.yahoo.com/evt=39663/*http://voice.yahoo.com"">Call regular phones from your PC</a> and save big.--Non_Phishing-637752865-PhishingPhishing4374Non_Phishing567=:58337--",Phishing
"<pre>FROM JESSICA PRINCECOTE D IVOIREWEST AFRICADEAR FRIEND,",Phishing
PETER BUNO=2ETel=3A+4Phishing 79 53Non_Phishing 99 35Good Day=2CWith warm heart I offer my friendship=2C and my greetings=2C and I hope  this letter meets you in good time=2E It will be surprising  to you to receive  this proposal from me since you do not know me personally=2EHowever=2C I am sincerely seeking your confidence in this transaction=2C  which I propose with my free mind and as a person of integrity=2E  My name is PETER BUNO=2C the first son of Phillip BUNO Personal assistant to the president Charles Taylor Liberia=2Ca country in West Africa is presently torn apart by strife and armed rebellion=2EThese upheavalshave led to the intervention of the American government which has insisted that the incumbent president Charles Taylor=2Cvacate his position and allow an international peacekeeping force to act as a transitional government=2EThe embattled president Charles Taylor=2Chas been offered political asylum by the Government of the Federal Republic of  Nigeria=2C and he intends to grasp this lifeline that has been provided=2EThe Government of the United States of America have clearly stated their intentions to investigate the finances and financial dealings of  president Charles Taylor and have also threatened to freeze his personal accounts=2EIn the light of these circumstances=2CMy father has instructed me=2C to source for a foreigner who can take possesion and control of a large portion of his personal fortune which he has amassed over the period of his regime=2C which is stashed away in a financial institution in Europe=2EI was continually threatened to  abandon my inheritance from my father=2E I  resited for a while=2C but when the danger became unbearable=2C and I  survived two murder attempts=2CI fled Liberia=2EI am currently staying in the Switerland where I am seeking  political asylum=2EThese monies amount to approximately =28US$56=2E Non_PhishingNon_PhishingNon_Phishing=2ENon_PhishingNon_PhishingNon_Phishing=29Fifty - six  million United States Dollars=29=2EAdequate remuneration will be provided for services rendered by you=2EIt is important that you expedite action in this transaction if you are interested=2C because time is of the essence=2EConfidentiality is also of great importance=2EThank youPETER BUNOContact me  through my direct line which is Non_PhishingNon_Phishing 4Phishing 79 53Non_Phishing 99 35 ,Phishing
"Dear,My Name is Allan Sheriff,an Iraqis National from the Kurds and anAccountant in Oil refinery in Durra. Since U.S.strike Iraqi, few days tothe expiration of the 48 hours Ultimatum, before the strike I moved $45.5=Mdollars call-deposit to Security Company in Accra Ghana for safe-keeping.In my capacity as the accountant to the oil refinery in durra, I was theonly person aware of this financial transaction call-deposit with thesecurity company in Ghana, to be released to whom I will introduce to thesecurity company as the beneficiary of the call- deposit of $45.5M, whomthe oil installation company is been owed.Now that the situation is not condusive for me to go to Iran, I amappealing to you if I can present you as the beneficiary of the call-deposit to the security company for the release of the deposit to yourAccount or any of your destination as part of the money being owed to youby Durra oil Refinery Company Iraq. As soon as this deposit is released t=oyour Account by the security company,I will come over to meet you fordisbursement 3Non_Phishing%-7Non_Phishing%.On your acceptance on this transaction I will send to you the deposit sli=pCertificate for the call deposit to you as the beneficiary to be release =toyou as part of the funds owed to you by Durra Oil Refinery company Iraq. =Iwill be coming up to invest the money  in viable areas of business once i=t",Phishing
"ATTENION:           MONEY TRANSFER / INVESTMENT PROPOSALINTRODUCTION:Please I do not wish to invade your privacy by sending thismail to you. I am Mr james obi , a Civil Servant in theFederal Ministry of Health . I know this proposal will cometo you as a surprise because we have not met physically orthrough correspondence.I got your contact from our chamber of commerce here inNigeria and have no doubt about your ability to handle ahuge sum of money.THE SUBJECT:My father Chief Solomon Dama (Now Late) was the Royal Headof my community , Eleme (an oil rich town) in Nigeria . Mycommunity produces 5.8% of the total crude oil in Nigeriaand Non_Phishing.5% of the Dollar value of each barrel is paid to myfather as royalty by the Federal Government . My father wasalso the head and chairman of Eleme Special Oil Trust Fund. In his position as the royal head and chairman of the OilTrust Fund , he made some money which he left for me as theonly heir to inherit. The money is Twenty Five Million, TwoHundred Thousand US Dollars ($25.2M). This money originatedfrom the accumulated royalties between Phishing976-Phishing998. Due topoor banking system in Nigeria and political instability asa result of past military interventions , he deposited thismoney in a vault with an open beneficiary to a securitycompany pending when he will finish arrangement to transferit abroad. He was planning this when he suddenly died latelast year of heart attack.THE PROPOSAL:Just before my father died , he called my attention to themoney and charged me to look for a foreigner who willassist in the transfer /investment of the funds abroad . SoI will be very grateful if you can accept to help me inthis regard . I promise to give you 2Non_Phishing% of the total fundstransferred to your vital bank account as compensation foryour assistance . Five percent (5%) would be set aside totake care of all expenses we may incure during transaction.To indicate your interest , contact me urgenly andconfidentially for more information and the roles you willplay in this business. All the legal documents concerningthis money will be sent to you as soon as we reach acompromise. Maybe this will be the beginning of an intimateand rosy relationship between my family and yoursSend your reply asap and may the almighty God bless youYours Faithfully,Mr james obi                  ",Phishing
"remit this money, youwill be entitled to 25% of the entire funds, 7Non_Phishing% willbe for me and mypartners,while 5% has been set aside to cover anyexpenses that may beincurred by both parties during this transaction, bothlocal andinternational. Please I enjoin you to handle this transaction withutmost degree ofmaturity and confidentiality because I am still inactive governmentservice with the""NIGERIAN NATIONAL PETROLEUMCORPORATION"". If I receiveyour response on time, this whole transaction could beaccomplished withinthe shortest possible time based on your interest anddetermination,since the money is already in transit.Awaiting your urgent response and thanks for youranticipated co operationYours faithfully,Dr.JERRY M AHMED  REPLY TO (jerrymahmed@regards.net)",Phishing
Dear sir I am Mark miller=2C the only son of late former Director of finance Chief late Dr Jonathan miller=2C of Sierra-Leone diamond and mining corporation=2C i hope you are doing well=2E I am contacting you with the hope that you will be of great assistance to me I currently have within my reach the sum of =28$PhishingNon_Phishing Million=29 Ten Million Dollars=2Ewas deposited by my late father in security company in Dakar Senegal=2C my name appears as next of kin=2E this money was realised from diamonds export=2C now i seeking asylum in Dakar-Senegal under =28UNHCR=29=2E I Contacted You Because Of The Need=2C which I intend to use for investment purposes=2E therefore personally appeal to you seriously and religiously for your urgent assistance to move this money into your country=2C i leave my country due to the disastrous civil war in my country=2C Please kindly reply me by this mail and include your direct telephone numbers where i can easily reach you=2E Conclusively=2C 2Non_Phishing% will be for any expenses you may incurre during the cause of this transaction=2C while 8Non_Phishing% is to be held on trust by you until we can decide on a suitable business investment in your country=2C I will greatly appreciate if you accept my proposal in good faith and an urgent response is expected from you soonest=2Eplease you can contact me with this mark=5F2Non_PhishingNon_Phishing6miller=4Non_Phishingyahoo=2EcomRegards and God Bless from=2EMark miller=2E ,Phishing
Can we try to change the Sri Lanka call and reschedule Stephens and postpone until later the Angolans so I can go tospeech?•,Non_Phishing
"in Nigeria, this committee awarded a contract of US$4Non_PhishingNon_Phishing Million to a group of five construction firms on behalf of the Federal Ministry of Aviation (FMA)for the supply and installation of landing and navigationalequipment in Lagos and Port Harcourt International Airports. During this process my colleagues and I decided among us to deliberately over inflate the total contract sum of US$42Non_Phishing.5 Million with the aim of sharing the remaining sum of US$2Non_Phishing.5 million.The government has since approved the sum of US$42Non_Phishing.5Million for us as the contract sum, but since the contract is only worth US$4Non_PhishingNon_PhishingM the remaining US$2Non_Phishing.5 Million is what we intend to transfer to a reliable and safe offshore account,we are prohibited to operate foreign accountin our names since we are still in Government. Thus, making it impossible for us to acquire the money in our name right now, I havetherefore been delegated as a matter of trust by my colleagues to look for an oversea partner into whose account we can transfer the sum of US$2Non_Phishing.5Million.Mycolleagues and I have decided that if you/your Company can as the beneficiary of this funds on our behalf, you or your company will retain 2Non_Phishing% of thetotal amount (US$2Non_Phishing.5Million) while 75% will be for us (officials) and the remaining 5% will be used in offsetting all debts/expenses incurred during thistransaction We have decided that this transaction can only proceed under the following condition(a) Our conviction of your transparent honesty and that you treat this transaction with utmost secrecy and confidentiality(b) That upon Receipt of the funds you will release the funds as instructed by us after you've removed your share of 2Non_Phishing%. Please acknowledge the receiptof this letter using the above e-mail address. I will bring you into the complete of this transaction when I've heard from you.Your urgent response will be highly appreciated as we are already behind schedule for the financial quarter. Please do be informed that his business transaction is PhishingNon_PhishingNon_Phishing% legal and completely free from drug or money laundering.Only trust can make the reality of this transaction.Best regards,Mr iyang",Phishing
Mr TIMI ALAIBEExecutive Director Project=2CNiger Delta Development Commission=2COld Secretariat Complex=2CVictorial-Island=2C Lagos=2ETel=3A+2348Non_Phishing37778976Dear Sir=2CI am TIMI ALAIBE=2C the Executive Director Finance with the Niger Delta Development Commission =28 NDDC =29=2EMy commssion - The Niger Delta Development Commission=28NDDC=29-which is in charge of managing and supervising the disbursement of oil sales revenues for the Nigerian government which covers payment to foreign and local contractors that have executed contracts for the Federal Government=2EThe revenue under our control runs into several hundred of millions of dollars monthly=2EMyself and other colleagues in the NDDC are currently in need of a foreign partner with whose bank account we shall transfer the sum of Thirty Million United States Dollars=28$3Non_Phishingm=29=2E This fund was accrued from various over invoicing of foreign  contractors' payments made over the years=2E The Total fund is presently waiting in the Government Account named CBN=2FFGN INDEPENDENT REVENUE account Central Bank of Nigeria=2EHowever=2C by virtue of my position as civil servant and staff of the NDDC=2C I cannot acquire this funds in my name=2E This is because as top civil servant=2C I are not allowed by law of the land to own or operate bank accounts outside our country for now=2E I have been delegated as a matter of trust by my colleagues=2C to look for an overseas partner in whose account we would transfer the fund=2Chence the reason for this mail=2EWe shall be Transferring the money to your account with the company's name you provide as the beneficiary=2C  under the guise that you are being paid for a contract which you=2Fyour company executed for our country through the Commission=2E For your support and partnership=2Cplease reply me to negotiate your fees or the percentage you wish to be paid when the funds arrive your bank account=2E You must however note that this transaction=2C with regards to our disposition to continue with you=2C is subject to these terms=2E Firstly=2C our conviction of your transparency=2ESecondly=2C that you treat this transaction with utmost secrecy and confidentiality=2E Finally and above all=2C that you will provide an account over which you have absolute control =2EThe transaction=2C although discrete=2C is legitimate and there is no risk or legal lliability eitherto ourselves or yourself now or in the future as we have put in place the neccesary machinery that will ensure a hitch free transfer into your account upon acceptance=2EThe transfer will be effected to your account within five - seven =285-7=29 working days from the date we reach an agreement and you furnish me with a suitable bank account and company name with your contact numbers including fax number=2EI am looking forward to doing business with you and do solicit your confidentiality in this transaction=2C Please mail back your response through this email address for me to update you on our plans as to how we intend to actualize this transaction=2ESincerely yours=2CMr TIMI ALAIBEPrivate Email=3A zezi=4Non_Phishingwww=2Ecomwebsite=3Awww=2Enddconline=2Eorg,Phishing
"The task is accomplished, as I don't want anything that will jeopardize My last wish, due to the fact that I do not want relatives or family Members standing in the way of my last wish.Please I need your immediately response,  Love,Mrs. Martha Pujeh.  --9b92e42Non_Phishing-bPhishingfc-4f82-b253-6Phishingbfc4Non_Phishingc7946--",Phishing
Do you know why?,Non_Phishing
BPhishingPhishing.4(D)See below.,Non_Phishing
"Head of Operations,Commercial Finance ServiceUnited Kingdom.  Dear Sir,I am MR IAN REED, The Head of Operations Commercial Finance Service. I am writing following an opportunity in my office that will be of immense benefit to both of us. In my Bank we discovered an abandoned sum of US$8 MILLION in an account that belongs to one of our foreign customers Late Mr. Morris Thompson an American who unfortunately lost his life in the plane crash of Alaska Airlines Flight 26Phishing which crashed on January 3Phishing 2Non_PhishingNon_PhishingNon_Phishing, including his wife and only daughter. You shall read more about the crash on visiting this website.http://seattlepi.nwsource.com/local/thomNon_Phishing2.shtml http://www.cnn.com/2Non_PhishingNon_PhishingNon_Phishing/US/Non_Phishing2/Non_PhishingPhishing/alaska.airlines.list/  Since we got information about his death, we have been expecting his next of kin or relatives to come over and claim his money because the Bank cannot release the funds unless somebody applies for it as next of kin or relation to the deceased as indicated in our banking guidelines. Unfortunately I learnt that his supposed next of kin being his only daughter died along with him in the plane crash leaving nobody with the knowledge of this fund behind for the claim. It is therefore upon this discovery that I and two other officials in this department now decided to do business with you and release the money to you as the next of kin or beneficiary of the funds for safety keeping and subsequent disbursement since nobody is coming for it and we don't want this money to go back into Government treasury as unclaimed bill. We agreed that 2Non_Phishing% of this money will be for you as foreign partner, while the balance will be for me and my colleagues. I will visit your country for the disbursement according to the percentages indicated above once this money gets into your account. Please be honest to me and trust is our Watchword in this transaction. Note this transaction is confidential and risk free. As soon as you receive this mail you should contact me by return mail whether or not you are willing to enter into this deal. In the event you are not interested, I sincerely ask that you disregard this email and tell no one about it. I am very careful on truncating my banking career should you mention this to someone else. I hope you can be trusted in this regard.Please note that all necessary arrangement for the smooth release of these funds to you has been finalized. We will discuss much in details when I do receive your response. In your response, include the following information. {Phishing}Your full name and address{2}Your telephone/Mobile number and fax number{3} Your business name{4} Age and status. Best regards MR IAN REED.",Phishing
Thx. Also I tried Doug twice but it went right to voice mail.,Non_Phishing
PLEASE TREAT VERY URGENT .________________________________________Metti il faccione di Shrek sul tuo cellulare! http://www.specialeshrek.ca=nale5.com,Phishing
I'm at home. Thx.,Non_Phishing
"FROM MISS MARIA DENISEADDRESS/ AVE PhishingPhishing RUE 45ABIDJAN COTE D IVOIREDearest BelovedBase on your profile i am happy to request for your assistance and alsoto go into business partnership with you, i believe that you will not betaryed my trust which i am going to lay on you. I am  MISS maria denise,2Non_Phishingyears old and the only daughter of my late parents MR.and MRS denise My father was a highly reputable busnness magnet-(a cocoa merchant)who operated in the capital of Ivory coast during his days. It is sad to say that he passed away mysteriously in France during one of his business trips abroad year Phishing2th.Febuary 2Non_PhishingNon_Phishing3.Though his sudden death was linked or rather suspected to have been masterminded by an uncle of his who travelled with him at that time. But God knows the truth! My mother died when I was just 4 years old, and since then my father took me so special.Before his death on Febuary Phishing2 2Non_PhishingNon_Phishing3 he called the secretary who accompanied him to the hospital and told him that he has the sum of Ten Million United State Dollars.(USD$PhishingNon_Phishing Non_PhishingNon_PhishingNon_Phishing Non_PhishingNon_PhishingNon_Phishing) left in a security company in a mettalic trunk box, but the security company didn't know the content because it was decleared as family valuables personal for security reasons. I am just 2Non_Phishingyears old and a university undergraduate and really don't know what to do. This is because I have suffered a lot of set backs as a result of incessant political crisis here in Ivory coast. The death of my father actually brought sorrow to my life. Sir,I am in a sincere desire of your humble assistance in this regards.Your suggestions and ideas will be highly regarded. Now permit me to ask you these question:-(Phishing.) Can I completely trust you?Consider this and get back to me as soon as possible.Thank you so much.My sincere regards,MISS maria denise.- maria denise",Phishing
we have 2 rooms with 2 set ups.one at a conference table and one with sofas chairs etc for the middle eastern ones. but we can change and make bothat a conference table. please let me know if you want to do it that way,Non_Phishing
ThxFew other notes:- wh is asking if u want to speak with potus tomorrow during the meeting time? Would be PhishingNon_Phishing:2Non_Phishingam. Would you like todo a call with him or wait and meet with him in petson?- cdm can explain the document I just asked oscar to print for you.,Non_Phishing
Can I greet her while she's here?,Non_Phishing
"29 Frith Street,London , WPhishingD 5LGFax  44-87-Phishing247-2267tel; 447Non_Phishing3Phishing955738frankmore@walla.comAttn Sir,I  am Barr.franklin More a solicitor and legal practitioner based in United Kingdom. I am the personal attorney to Dr. George Brumley who was aconsultant with Shell UK LTD here in London, who shall be referred to as my client. On the 2Phishingst of July 2Non_PhishingNon_Phishing3, my client Dr. George Brumley and his family were involved in a fatal plane crash in Nairobi Kenya, East Africa. Unfortunately my client Mr. George and his family lost their lives.Here is the website of the incident that struck on that faithful  aay http://www.cnn.com/2Non_PhishingNon_Phishing3/WORLD/africa/Non_Phishing7/2Non_Phishing/kenya.crash/index.htmlSince then I have made several enquiries to locate any of my clients  extended relatives and this has proved unsuccessful. After my severalunsuccessful attempts to locate any member of his family hence I contacted you. I am contacting you to assist in repatriating the money left behind by my client before they get confiscated or declared unclaimed by the security company where this huge deposit were lodged.Particularly, the finance company where the deceased had the said fund valued at USD2Non_Phishing million dollars has issued me a notice to provide thenext of kin. Since I have been unsuccessful in locating the relatives for over 3 years, I seek your consent to present you as the next of kin to the deceased, so that the proceeds of this account valued at $2Non_Phishing Million Dollars can be paid to your account abroad, you will have 3Non_Phishing% of the money for your role while I will have 6Non_Phishing% and PhishingNon_Phishing% for expenses that we may incure in the cause of processing the claim.I have access to all necessary legal documents that can be used to back up any claim we may make. All I require is your honest co-operation toenable us seeing this deal through. I guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of the law. Please kindly get back to me through my email address or personal phone- frankmore@walla.comnumber for confidentiality and send to me your telephone and fax numbers to enable us discuss further about this transaction.Best regardsFranklin  More",Phishing
